   3    19m05s.196  off:-3  counts:3/0  bounds:7/19/31  unicc:37    lvl:31  K4321210545432321210545432321210
   4     0m41s.747  off:-3  counts:4/0  bounds:7/19/31  unicc:38    lvl:32  K43212105454323212105454323212105
   5     0m08s.340  off:-3  counts:5/0  bounds:7/19/31  unicc:39    lvl:33  K432121054543232121054543232121054
   6     0m01s.103  off:-3  counts:6/0  bounds:7/19/31  unicc:40    lvl:34  K4321210545432321210545432321210545
   7     0m00s.027  off:-3  counts:7/0  bounds:7/19/31  unicc:41    lvl:35  K43212105454323212105454323212105454
   8     0m00s.022  off:-3  counts:8/0  bounds:7/19/31  unicc:42    lvl:36  K432121054543232121054543232121054543
   9     0m00s.024  off:-3  counts:9/0  bounds:7/19/31  unicc:44    lvl:36  K432121054543232121054543232121054545
  13    51m23s.710  off:-3  counts:13/0  bounds:7/19/31  unicc:218   lvl:34  K4321210545434321210545434321210545
  14    59m25s.571  off:-3  counts:14/0  bounds:7/19/31  unicc:219   lvl:35  K43212105454343212105454343212105454
  15     1m44s.139  off:-3  counts:15/0  bounds:7/19/31  unicc:220   lvl:36  K432121054543432121054543432121054545
  16     0m00s.005  off:-3  counts:16/0  bounds:7/19/32  unicc:85    lvl:32  K43212105454323212105454323243210
  18     0m00s.022  off:-3  counts:18/0  bounds:7/19/33  unicc:46    lvl:33  K432121054543232121054543232121060
  19    86m03s.157  off:-3  counts:19/0  bounds:7/19/33  unicc:65    lvl:33  K432121054543232121054543232123210
  19    11m35s.875  off:-3  counts:19/0  bounds:7/19/33  unicc:66    lvl:34  K4321210545432321210545432321232105
  21   139m18s.514  off:-3  counts:21/0  bounds:7/19/33  unicc:223   lvl:33  K432121054543232121054543543243210
  22    65m43s.994  off:-3  counts:22/0  bounds:7/19/33  unicc:365   lvl:33  K432121054543432121054543254343210
  23     0m00s.011  off:-3  counts:23/0  bounds:7/19/33  unicc:416   lvl:33  K432121054543432121054543432123210
  24     0m00s.012  off:-3  counts:24/0  bounds:7/19/33  unicc:417   lvl:34  K4321210545434321210545434321232105
  26     0m05s.028  off:-3  counts:26/0  bounds:7/19/34  unicc:56    lvl:34  K4321210545432321210545432321210710
  27     0m02s.192  off:-3  counts:27/0  bounds:7/19/34  unicc:57    lvl:35  K43212105454323212105454323212107105
  28     0m00s.293  off:-3  counts:28/0  bounds:7/19/34  unicc:58    lvl:36  K432121054543232121054543232121071054
  29     0m00s.278  off:-3  counts:29/0  bounds:7/19/34  unicc:59    lvl:37  K4321210545432321210545432321210710543
  30     0m00s.265  off:-3  counts:30/0  bounds:7/19/34  unicc:60    lvl:38  K43212105454323212105454323212107105435
  31     0m00s.022  off:-3  counts:31/0  bounds:7/19/34  unicc:61    lvl:37  K4321210545432321210545432321210710545
  32     0m00s.019  off:-3  counts:32/0  bounds:7/19/34  unicc:62    lvl:38  K43212105454323212105454323212107105454
  33     0m00s.020  off:-3  counts:33/0  bounds:7/19/34  unicc:63    lvl:39  K432121054543232121054543232121071054543
  34     0m00s.020  off:-3  counts:34/0  bounds:7/19/34  unicc:64    lvl:40  K4321210545432321210545432321210710545432
  35     0m00s.256  off:-3  counts:35/0  bounds:7/19/34  unicc:65    lvl:41  K43212105454323212105454323212107105454321
  36     0m00s.019  off:-3  counts:36/0  bounds:7/19/34  unicc:66    lvl:41  K43212105454323212105454323212107105454325
  37     0m00s.015  off:-3  counts:37/0  bounds:7/19/34  unicc:68    lvl:40  K4321210545432321210545432321210710545435
  38     0m00s.016  off:-3  counts:38/0  bounds:7/19/34  unicc:69    lvl:41  K43212105454323212105454323212107105454354
  39     0m00s.016  off:-3  counts:39/0  bounds:7/19/34  unicc:70    lvl:42  K432121054543232121054543232121071054543543
  40     0m00s.016  off:-3  counts:40/0  bounds:7/19/34  unicc:72    lvl:43  K4321210545432321210545432321210710545435434
  41     0m00s.016  off:-3  counts:41/0  bounds:7/19/34  unicc:73    lvl:44  K43212105454323212105454323212107105454354345
  42     0m00s.017  off:-3  counts:42/0  bounds:7/19/34  unicc:74    lvl:45  K432121054543232121054543232121071054543543454
  43     0m00s.010  off:-3  counts:43/0  bounds:7/19/34  unicc:75    lvl:46  K4321210545432321210545432321210710545435434543
  44     0m00s.009  off:-3  counts:44/0  bounds:7/19/34  unicc:76    lvl:47  K43212105454323212105454323212107105454354345432
  45     0m00s.010  off:-3  counts:45/0  bounds:7/19/34  unicc:77    lvl:48  K432121054543232121054543232121071054543543454321
  46     0m00s.011  off:-3  counts:46/0  bounds:7/19/34  unicc:78    lvl:48  K432121054543232121054543232121071054543543454323
  47     0m00s.011  off:-3  counts:47/0  bounds:7/19/34  unicc:79    lvl:49  K4321210545432321210545432321210710545435434543232
  48     0m00s.016  off:-3  counts:48/0  bounds:7/19/34  unicc:80    lvl:50  K43212105454323212105454323212107105454354345432321
  49     0m00s.012  off:-4  counts:48/1  bounds:7/19/34  unicc:81    lvl:51  K432121054543232121054543232121071054543543454323210
  50     0m00s.011  off:-3  counts:49/1  bounds:7/19/34  unicc:84    lvl:50  K43212105454323212105454323212107105454354345432323
  51     0m00s.013  off:-3  counts:50/1  bounds:7/19/34  unicc:88    lvl:50  K43212105454323212105454323212107105454354345432325
  52     0m00s.008  off:-3  counts:51/1  bounds:7/19/34  unicc:89    lvl:51  K432121054543232121054543232121071054543543454323254
  53     0m00s.008  off:-3  counts:52/1  bounds:7/19/34  unicc:90    lvl:52  K4321210545432321210545432321210710545435434543232543
  54     0m00s.008  off:-3  counts:53/1  bounds:7/19/34  unicc:91    lvl:53  K43212105454323212105454323212107105454354345432325432
  55     0m00s.008  off:-3  counts:54/1  bounds:7/19/34  unicc:92    lvl:54  K432121054543232121054543232121071054543543454323254321
  56     0m00s.009  off:-3  counts:55/1  bounds:7/19/34  unicc:94    lvl:55  K4321210545432321210545432321210710545435434543232543214
  57     0m00s.008  off:-3  counts:56/1  bounds:7/19/34  unicc:95    lvl:56  K43212105454323212105454323212107105454354345432325432145
  58     0m00s.004  off:-3  counts:57/1  bounds:7/19/34  unicc:96    lvl:55  K4321210545432321210545432321210710545435434543232543215
  59     0m00s.008  off:-3  counts:58/1  bounds:7/19/34  unicc:97    lvl:56  K43212105454323212105454323212107105454354345432325432154
  60     0m00s.007  off:-3  counts:59/1  bounds:7/19/34  unicc:98    lvl:57  K432121054543232121054543232121071054543543454323254321543
  61     0m00s.007  off:-3  counts:60/1  bounds:7/19/34  unicc:100   lvl:58  K4321210545432321210545432321210710545435434543232543215435
  62     0m00s.008  off:-3  counts:61/1  bounds:7/19/34  unicc:102   lvl:54  K432121054543232121054543232121071054543543454323254323
  63     0m00s.010  off:-3  counts:62/1  bounds:7/19/34  unicc:109   lvl:48  K432121054543232121054543232121071054543543454325
  64     0m00s.006  off:-3  counts:63/1  bounds:7/19/34  unicc:110   lvl:49  K4321210545432321210545432321210710545435434543254
  65     0m00s.006  off:-3  counts:64/1  bounds:7/19/34  unicc:111   lvl:50  K43212105454323212105454323212107105454354345432543
  66     0m00s.014  off:-3  counts:65/1  bounds:7/19/34  unicc:115   lvl:43  K4321210545432321210545432321210710545435435
  67     0m00s.017  off:-3  counts:66/1  bounds:7/19/34  unicc:117   lvl:42  K432121054543232121054543232121071054543545
  68     0m00s.017  off:-3  counts:67/1  bounds:7/19/34  unicc:118   lvl:43  K4321210545432321210545432321210710545435454
  69     0m00s.020  off:-3  counts:68/1  bounds:7/19/34  unicc:119   lvl:39  K432121054543232121054543232121071054545
  70     1m47s.536  off:-3  counts:69/1  bounds:7/19/34  unicc:197   lvl:34  K4321210545432321210545432321323210
  71     0m04s.007  off:-3  counts:70/1  bounds:7/19/34  unicc:221   lvl:34  K4321210545432321210545432321343210
  72   397m42s.408  off:-3  counts:71/1  bounds:7/19/34  unicc:500   lvl:34  K4321210545432321210545435454343210
  73    18m38s.382  off:-3  counts:72/1  bounds:7/19/34  unicc:712   lvl:34  K4321210545434321210545434321243210
  74     1m00s.735  off:-3  counts:73/1  bounds:7/19/34  unicc:730   lvl:34  K4321210545434321210545434321343210
  75    24m12s.750  off:-3  counts:74/1  bounds:7/19/34  unicc:797   lvl:34  K4321210545434321210545434324321210
  76    11m34s.594  off:-3  counts:75/1  bounds:7/19/34  unicc:798   lvl:35  K43212105454343212105454343243212105
  77     0m00s.002  off:-3  counts:76/1  bounds:7/19/34  unicc:799   lvl:36  K432121054543432121054543432432121054
  79     0m00s.229  off:-3  counts:78/1  bounds:7/19/35  unicc:46    lvl:35  K43212105454323212105454323212105460
  80     0m00s.010  off:-3  counts:79/1  bounds:7/19/35  unicc:47    lvl:36  K432121054543232121054543232121054605
  81     0m00s.010  off:-3  counts:80/1  bounds:7/19/35  unicc:48    lvl:37  K4321210545432321210545432321210546054
  82     0m00s.009  off:-3  counts:81/1  bounds:7/19/35  unicc:49    lvl:38  K43212105454323212105454323212105460543
  83     0m00s.008  off:-3  counts:82/1  bounds:7/19/35  unicc:50    lvl:39  K432121054543232121054543232121054605432
  84     0m00s.009  off:-3  counts:83/1  bounds:7/19/35  unicc:51    lvl:40  K4321210545432321210545432321210546054325
  85     0m00s.009  off:-3  counts:84/1  bounds:7/19/35  unicc:52    lvl:41  K43212105454323212105454323212105460543254
  86     0m00s.008  off:-3  counts:85/1  bounds:7/19/35  unicc:53    lvl:39  K432121054543232121054543232121054605434
  87     0m00s.007  off:-3  counts:86/1  bounds:7/19/35  unicc:54    lvl:40  K4321210545432321210545432321210546054343
  88     0m00s.008  off:-3  counts:87/1  bounds:7/19/35  unicc:55    lvl:41  K43212105454323212105454323212105460543432
  89     0m00s.007  off:-3  counts:88/1  bounds:7/19/35  unicc:56    lvl:42  K432121054543232121054543232121054605434321
  90     0m00s.008  off:-4  counts:88/2  bounds:7/19/35  unicc:57    lvl:43  K4321210545432321210545432321210546054343210
  91     0m00s.008  off:-3  counts:89/2  bounds:7/19/35  unicc:58    lvl:43  K4321210545432321210545432321210546054343212
  92     0m00s.008  off:-3  counts:90/2  bounds:7/19/35  unicc:59    lvl:44  K43212105454323212105454323212105460543432123
  93     0m00s.008  off:-3  counts:91/2  bounds:7/19/35  unicc:63    lvl:44  K43212105454323212105454323212105460543432125
  94     0m00s.008  off:-3  counts:92/2  bounds:7/19/35  unicc:66    lvl:43  K4321210545432321210545432321210546054343215
  95     0m00s.009  off:-3  counts:93/2  bounds:7/19/35  unicc:69    lvl:42  K432121054543232121054543232121054605434325
  96     0m00s.009  off:-3  counts:94/2  bounds:7/19/35  unicc:70    lvl:43  K4321210545432321210545432321210546054343254
  97     0m00s.009  off:-3  counts:95/2  bounds:7/19/35  unicc:71    lvl:44  K43212105454323212105454323212105460543432543
  98     0m00s.010  off:-3  counts:96/2  bounds:7/19/35  unicc:72    lvl:45  K432121054543232121054543232121054605434325432
  99     0m00s.010  off:-3  counts:97/2  bounds:7/19/35  unicc:73    lvl:46  K4321210545432321210545432321210546054343254321
 100     0m00s.008  off:-3  counts:98/2  bounds:7/19/35  unicc:74    lvl:47  K43212105454323212105454323212105460543432543212
